,overall,reviewTime,reviewText
419682,1.0,2005,"This watch is an excellent purchase as a watch by itself.  However, adding on the Universal remote features makes it a must buy.

It's controls are very simple, with power, mute, Chanel +-, Volume +-.  If you want to go to a specific channel, or control menu features, you'll have to track down the real remote for that.

It comes with an easy to figure out instructional guide that fits in your wallet to take to the bar or anywhere you find a tv that you have to control.

It works from 15 feet away straight on, and about half that or so from a 20 degree angle.

The watch itself is a simlple analog style with glow in the dark hands that are very easy to read."
420627,1.0,2005,"This earrings are just lovely and confortable to wear. They are smaller than I thought but I like it more now. They look more beautiful in real than on the screen.

I recommend these earrings to anyone who is looking for a nice, delicate and high quality jewerly, to wear anytime and in any ocassion.  The only thing that might bother you is the little pressure that you might feel when wearing them, due to the size and type of earring they don't have a rubber pad to soften the pressure on your ear."
421035,0.0,2006,The ties that we purchased for our boys were very nice quality but very long for boys ties.  Since these do not clip on we had difficulty trying to tie the tie around our youngest son who is 7.  It was way way way too long.  This should have been mentioned in the description.
421308,1.0,2006,This shrug looks even more beautiful in real than on the screen. Movie-star quality! Looks great with an evening gown as well as with jeans and tee.
421906,-1.0,2006,I ordered it and it wasn't in stock and they cancelled my order.
422425,1.0,2006,"I have been looking for a ring like this for a long time

and I finally found it!! It was a picture I had in my

mind..and there it was.  Delivery of the ring was FAST!

Very happy."
422988,1.0,2004,"I was very pleasantly surprised when I received my bracelet that the quality of the pearls and leather exceeded my expectations based on the price. The bracelet is very comfortable to wear and the pearls have a wonderful lustre. This bracelet definitely holds it's own against the higher-priced, name-brand version!"
423113,1.0,2005,These have to be the most comfortable 'tighty whiteys' I have tried. They support you (without restraining) with the softest cotton on the market. If you want style and flare buy Rips. Highly recomended.
423114,1.0,2005,RIPs makes the most comfortable underwear available just about anywhere.  I highly recommend these 'tighty whiteys' as they provide just enough support without binding or constraining your package.
424369,-1.0,2005,"This pair of sunglasses arrived today and wow! What a disappointment! The construction looks sturdy, but the style (what other reason do you buy sunglasses for!? ... functionality, pffft; we're past that, right?) is completely different from the picture.  The lenses are large and the whole thing isn't made like the way the picture shows it (seems bulky, actually).  Also, there doesn't seem to be any difference between the Black lens and the other lenses...what a waste!  There IS a 15% stocking fee, so returning it is as much a hastle as can be.  Couple it with the shipping, and you may as well keep the pair of sunglasses and call it a loss."
425179,1.0,2003,"This is a good back but not very good back. Color is ok, But I like silver color more."
426217,0.0,2006,"quality is ok, a little on the ""cheap"" side but you get what you pay for.

i thought the belt material would be a more thicker, durable material but it is on the flimsy side.  great price if you want to get multiple colors but if you want good quality buy somewhere else."
426862,0.0,2006,"The medal looks nice, but unfortuantely it appears that it is hollow....it defintiely has a funny sound because of it!

I wish I had known that before I ordered it."
429055,-1.0,2006,"I am really disgusted with the Cat Pendant that arrived today.  I bought it as a gift for someone else, and there is no time to return it and get a replacement before Christmas.  The open-work cat pendant is really cute and nicely done, but the chain that it floats on is about as thin as a hair.  It would break if someone sneezed on it.  When I see something described as a ""rope chain"" I think of something a little more substantial.

The necklace arrived in a box wrapped around a slotted, folded envelope stuffed with tissue paper and cushioned with a tiny scrap of bubblewrap.  In other words, if you buy this necklace, you will also need to purchase another gift box to present it in because the one that came with the necklace looks like trash.

I am really angry to have paid $45 for what was probably worth only $15."
430132,1.0,2006,The design is nice and there is sufficient weight to make it appealing to men.
432312,0.0,2005,"I thought that a light on a watch was standard- and was surprised to see that it isn't. This makes it very difficult to see the time for me, especially since I am fairly sight impaired.  I would have bought a different one, had I realised there was no light.  This is not the seller's fault, but it was a disappointment to me."
432980,1.0,2005,this is the coolest wig ever. it's so lightweight and even fits on an adults head. it can be used as a costume in itself. these wigs remind me of jimmy neutron hair and also something that would be used in lazytown.
433035,0.0,2005,"Had the seller given more info such as the measurements of the bail's opening, this item would really sell. Not knowing this key info, makes customers uncertain as to whether or not it will fit on their chains."
435548,1.0,2005,"It's a fashion-looking bag. The actual bag is not as big as I imagine but good enough for most of my belonging. You'll have difficulty to put book or paper in it. The bag is pretty light so your sholder won't be sored.

Basicly, I like this bag a lot."
441567,1.0,2006,"I'll make this short and sweet.

I've had this item for over a month now. I must say I was not expecting much since I've had a few ""disappointments"" from online purchases as of late. However, this item was well worth the money. It looks great, and performs very well. I bring it to work everyday.

If you want a nice looking briefcase without the insane cost, then this is a safe bet. I have no complaints."
441568,1.0,2006,"Product is affordable, sleek looking, excellent value compared to its high priced counter parts. Would recommend highly!"
443133,1.0,2006,The BK Bag I purchased is the best. This bag is the right size and I us it everyday.
452225,1.0,2002,"This backpack is the best sport bag I have ever purchased.  It is roomier than I thought.  I use this bag mostly for my sport activities since it is made of mesh and it lets things inside dry well.  My toddler and I use this mesh backpack mostly for swimming.  It is big enough to fit our swimming suits, towels, baby pool toys, and changing clothes.  We do not have to worry about drying our bag when we return home.  The little zipper compartment in front is a convenient storage for my keys and membership card.  I cannot ask for more from this practical mesh backpack. You won't be disappointed with size, comfort, and versatility of this bag."
